TRKJ2-1-7-043,過程,process,A,［US］《名》prɑ́sεs 《動》prəsε's ｜ ［UK］《名》próusεs 《動》prəsε's,in the process,その過程で
TRKJ2-1-7-044,ぶらさがる、ぶらさげる,hang,A,hǽŋ,hang out,ぶらぶらする
TRKJ2-1-7-045,詩,poetry(不可算名詞）,n,n,,
TRKJ2-1-7-046,ほえる,bark,A,［US］ bɑ́rk ｜ ［UK］ bɑ́ːk,The dog barks at me,犬が私にほえている
TRKJ2-1-7-047,書き直す,rewrite,A,《動》rìːráit,,
TRKJ2-1-7-048,調査する、研究する,research,A,［US］ riːsə́rtʃ ｜ ［UK］ riːsə́ːtʃ,,
TRKJ2-1-7-049,テクニック、技法,technique,A,tekníːk,,
TRKJ2-1-7-050,推薦する、勧める,recommend,A,rε`kəmε'nd,I recommend the book,その本を勧める
TRKJ2-1-7-051,準備する,get ready,A,n,I get ready for school,学校に行く準備をする
TRKJ2-1-7-052,専門家,expert,A,［US］ ékspərt ｜ ［UK］ ékspəːt,,
TRKJ2-1-7-053,スケジュール、予定表,schedule,A,［US］ skédʒuːl ｜ ［UK］ ʃédʒuːl,,
TRKJ2-1-7-054,覚えている、思い出す,remember,A,rimémbər,,
TRKJ2-1-7-055,確実に…する,make sure,A,n,Make sure you lock the door before you leave,出かける前にに必ずドアのかぎを閉めなさい
TRKJ2-1-7-056,日課,routine,A,ruːtíːn,,
TRKJ2-1-7-057,急ぐ,rush,A,rʌ́ʃ,I must rush to do,私は急いでしなければならない
TRKJ2-1-7-058,受ける,take,A,téik,I'll take an entrance examination,入学試験を受けるだろう
TRKJ2-1-7-059,トランク,trunk,A,trʌŋk,,
TRKJ2-1-7-060,調整する、調節する,adjust,A,ədʒʌ́st,I adjust heat,火加減を調節する
TRKJ2-1-7-061,鏡,mirror,A,mírər,,
TRKJ2-1-7-062,心の中で考える,think to oneself,n,n,,
TRKJ2-1-7-063,シャベルで掘る,shovel,A,ʃʌ́vl,,
TRKJ2-1-7-064,理由,reason,A,ríːzən,,
TRKJ2-1-7-065,杖,cane,A,kéin,,
TRKJ2-1-7-066,…しないかぎりは,unless,A,ənlés,,
TRKJ2-1-7-067,電気,electricity,A,ilèktrísəti,,
TRKJ2-1-7-068,実は…だ,The truth is,n,n,,
TRKJ2-1-7-069,過去,past,A,pǽst,,
TRKJ2-1-7-070,エアコン,air conditioner,A,n,,
TRKJ2-1-7-071,快適な,comfortable,A,kʌ́mftəbl,,
TRKJ2-1-7-072,費やす,spend,A,spεnd,I spent a lot of time preparing for the exam,私は試験勉強にたくさんの時間を費やした
TRKJ2-1-7-073,かける、ぶら下がる,hang,A,hǽŋ,I hang a picture on the wall,その壁に絵をかける
TRKJ2-1-7-074,金魚,goldfish,A,góuldfiʃ,,
TRKJ2-1-7-075,効果,effect,A,ifékt,,
TRKJ2-1-7-076,精神的な,mental,A,méntəl,mental health,心の健康
TRKJ2-1-7-077,肉体的な、物理的な,physical,A,fízikəl,physical beauty,肉体美
TRKJ2-1-7-078,合わせる,adapt,A,ədǽpt,,
TRKJ2-1-7-079,起きている,awake,A,əwéik,stay awake,起きている
TRKJ2-1-7-080,日没,sunset,A,sʌ́nsèt,,
